orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,01_Jibberish-Einfach,106009200,45717700,20891900,172618800,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,01_Jibberish-Mittel,34644900,87662600,35402300,10129900,167839700,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,01_Jibberish-Schwer,70417700,275650400,34506900,10580700,391155700,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,02_Link_Only-Einfach,96392700,115867000,36885200,9362300,258507200,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,02_Link_Only-Mittel,114898400,85180700,63983500,12174700,276237300,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,02_Link_Only-Schwer,140587200,168581900,32853200,10533600,352555900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,03_Targo_Bank-Einfach,173859600,115241900,33352700,10312600,332766800,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,03_Targo_Bank-Mittel,188744400,177033400,37451800,13320400,416550000,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,03_Targo_Bank-Schwer,230420800,184027700,31825300,14268500,460542300,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,04_Targeted_IT_Abteilung-Einfach,272961900,116138600,34399100,10742400,434242000,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,04_Targeted_IT_Abteilung-Mittel,287342100,122079600,33947700,10505500,453874900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,04_Targeted_IT_Abteilung-Schwer,340665500,119887000,33064600,9997300,503614400,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,05_Newsletter-Einfach,354386000,204200200,34378300,16248899,609213399,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,05_Newsletter-Mittel,422832200,223725200,34578700,16377300,697513400,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,05_Newsletter-Schwer,497933200,197271200,52680000,10475000,758359400,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,06_Versichertenkarte-Einfach,548391600,225351100,34129900,15550900,823423500,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,06_Versichertenkarte-Mittel,586190400,264284500,32745300,16556000,899776200,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,06_Versichertenkarte-Schwer,626720700,76835100,48049700,16103500,767709000,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,07_Paypal-Einfach,678852800,131701000,33645000,10361500,854560300,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,07_Paypal-Mittel,693068800,165635300,32069700,13996300,904770100,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,08_Weiterbildung-Einfach,756897500,225856400,32755500,16674100,1032183500,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,08_Weiterbildung-Mittel,1268051700,208290400,34500000,12773700,1523615800,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,08_Weiterbildung-Schwer,920537600,283162600,34276500,13603500,1251580200,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,12_IT_Ticket-Einfach,984180900,200701900,33953100,17272600,1236108500,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,12_IT_Ticket-Mittel,1058680499,207901400,33799900,13494800,1313876599,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,browser_advertisement,1071112800,49385000,34056900,7693400,1162248100,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,browser_defacing,1110027000,44102400,35211500,8019100,1197360000,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_anti_virus_extended,5208499900,21368000,39675100,6821900,5276364900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_anti_virus_simple,6166823500,94261900,35516900,6036600,6302638900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_file_scanner,4972966000,61145300,33896100,16474200,5084481600,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_login_window,8693978100,739235500,75556000,6004500,9514774100,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_self_remove,6713182500,47780800,59542000,7765700,6828271000,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_tray_icon,22306965200,446779000,59224200,5380000,22818348400,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_updater_generic,14863705800,1119224900,607321700,8145500,16598397900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_updater_human,2488427600,115660700,36490300,25900000,2666478600,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_updater_java,3007417800,147763200,47774400,16414400,3219369800,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_updater_remote,22550212300,51855300,43550800,9197500,22654815900,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,exe_updater_simple,1618534900,15453400,37580900,7120400,1678689600,False,0
orb,\\VBOXSVR\build_cache\win7_1280-1024_black_empty.png,ms_word_protected_view,4905718600,111410500,33660300,12633800,5063423200,False,0
